number,name,credit,sylabus
324463,היסטוריה של המזרח התיכון,2,"הקורס סוקר את הכוח של הלאומיות הדתית והחילונית במזרח התיכון, כיצד נוצרו קבוצות הלאום ומה היחס בין הקבוצות השונות, בפרט הלאומיות האסלאמית החילונית, הפונדמנטליזם  האסלאמי והלאומיות היהודית אשר עודנה בקונפליקט עם החברה הערבית האסלאמית."
324472,סין מאז 1800,2,"קורס זה מותאם במיוחד לסטודנטים לתואר ראשון מתחומי מדעי הרוח והחברה. הוא בוחן את ההתפתחויות הפוליטיות, החברתיות, הכלכליות, הדתיות והתרבותיות העיקריות של סין בשני המאות הקודמות, ומדבר על מגוון רחב של נושאים חשובים כגון רפורמות, מהפכות ויחסי חוץ."
324482,רישום ביד חופשית למתקדמים,2,"מטרת הקורס: המשך פיתוח יכולת הרישום המעשי. לימוד תיאורטי מתקדם של מערכת עקרונות הרישום, הקניית יכולת לרישום אובייקטים מורכבים, הצגת אור וצל, שילוב פרספקטיבה אווירית, הכרת טכניקות שונות ברישום, כולל אקוורל מונוכרום, וכו'."
324483,ציור למתחילים,2,"מטרת הקורס: פיתוח יכולת ראשונית לציור המעשי, לימוד תיאורטי של מערכת המושגים והעקרונות באמנות הציור, הקניית יכולת בסיסית לציור אובייקטים שונים: צורות בסיסיות, דומם, אובייקטים מורכבים (נוף), הצגת אור וצל, פרספקטיבה אווירית, קומפוזיציה, וכו'. לימוד הטכניקה של אקוורל (צבע מים)."
324513,מחזה-הצגה-מופע,1.5,"הקורס מיועד לסטודנטים שמעוניינים לקחת חלק במופע תיאטרלי. מטרת הקורס, לאפשר התנסות חווייתית בתהליכי עבודה באמצעותם נבנה אירוע תיאטרוני. העבודה היצירתית תתבסס על הכירות עם  בין מרכיבי היצירה הבימתית  ויחסי הגומלין ביניהם שחקן, במאי, טקסט ,חלל וקהל. נתנסה במגוון טכניקות מופע ונעבד קטעים ספרותיים  מתוך מחזות ספרים וסרטים, ונשלב ביצירה חומרים מעולמם הרגשי/ אישי והתרבותי של המשתתפים. מתוך כך יבנה אנסמבל קשוב וחקרני שיצור מופע תיאטרוני ייחודי. המופע יעלה במחלקה בסוף הסמסטר."
324524,התיאטרון הקלאסי# מיתוס מקבל גוף,2,"התיאטרון, כפי שאנחנו מכירים אותו עד היום, קיבל את צורתו לפני כ-2500 שנה, ומאז לא חדל להשתנות ולהתפתח, אך מספר עקרונות יסוד בו נשמרו לאורך השנים. מהי דרמה, מדוע לא כל אסון הוא ""טרגדיה"", מהו תפקיד השחקן, המחזאי, הקהל, הבמה, מה קרה לתיאטרון, אמנות בת אלפי שנים, במפגש עם מדיה מאוחרות יותר (קולנוע, טלוויזיה ואפילו אינטרנט), כל אלה יסקרו ויבחנו לאור מחזות מיוון העתיקה ועד למאה ה-19, לצד התבוננות עכשווית בעקרונות ובמחזות הקלאסיים."
324567,סדנת צילום# שפה וכלים,1.5,"סדנה זו תתמקד בהתפתחות יכולת ההסתכלות והיישום שלה לצילום, שפת הצילום והטכניקות שלה כגון אור, נקודת המבט, תזמון וקומפוזיציה, יחד עם תיקון ומניפולציה של התמונה. הסדנה תשלב תרגול מונחה בכיתה ובחוץ ותציג מגוון של נושאים הכוללים דיוקן, דיוקן עצמי, טבע דומם, צילומי טבע וצילומי סביבה עירונית."
324600,גרמנית 1,2,"הקנית יסודות השפה המדוברת, הקריאה, הכתיבה והדקדוק הבסיסי."
324602,יפנית למתחילים,2,"הקורס יכלול הקדמה לגבי השפה היפנית, לימוד שיטות הכתב הפונטיות, לימוד של כ- 100 - 50 סימונים סינים, הסבר על מבנה המשפט היפני, תרגול שיחה לגבי מצבים בסיסיים, וקריאה של דיאלוגים קצרים."
324603,גרמנית 2,2,"הקורס מיועד לסטודנטים אשר סיימו גרמנית מתחילים 1, ובעלי ידע בסיסי בקריאה, בכתיבה ובדקדוק."
324607,גרמנית 6,2,לא מוגדר תאור
324608,צרפתית 1,1.5,מיומנויות קריאה בסיסיות. מבנים דקדוקיים בסיסיים לצורך בניית משפט נכון. אוצר מילים של כ- 500 מילים שימושיות. מיומנויות שיחה בסיסיות. קריאת טקסטים ברמה בסיסית.
324609,צרפתית 11,2.5,הקנית ידיעה ראשיתית של הלשון. הקורס מיועד למתחילים בלבד.
324621,רוסית למתחילים 1,2,הקנית יסודות השפה.
324628,ערבית מדוברת,1.5,"הקורס מיועד להקניית ערבית מדוברת בלהג הפלסטיני, כולל תקשורת בסיסית בשמיעה ודיבור. הקורס מיועד למתחילים בלבד. ההוראה באותיות עבריות כולל הקנייה ראשונית של יכולת קריאה בערבית. בין נושאי השיחות הנלמדים: ברכות, נימוסים ומנהגים, שיחה בשוק, היכרות, התמצאות בשטח, המשפחה ועבודה. הקורס מקנה הכרה של הדקדוק והכנה להמשך לימוד השפה באופן עצמאי."
324630,איטלקית למתחילים 1,1.5,הקנית יסודות הלשון.
324675,ספרדית למתחילים,1.5,הקנית יסודות השפה הספרדית.
324679,ספרדית ברמה בינונית,1.5,הקנית השפה הספרדית ברמה בינונית.
324685,שיחה באנגלית למתקדמים,2,"הפגישות בכיתה יכללו שיחה ספונטנית באנגלית אידיומטית ותחביר תואם. בנוסף תדרש עבודה אישית במעבדה הלשונית, בעזרת תוכניות מוקלטות מראש, התואמות את שטח התמחות הסטודנטים. השיחה הקבוצתית בנויה על גירויים חברתיים, קלטות וידאו, טקסטים הבודקים ניבים ומילים שימושיות. מיועד למתקדמים, וההרשמה לקורס רק לאחר ראיון."
324697,עקרונות מעשיים לעיבוד תמונה,2,"הקורס עוסק בעקרונות של עיבוד ותיקון צילומים, בעזרת תוכנות עיבוד תמונה. במהלכו יחשפו הסטודנטים למגוון נושאים אשר יעניקו יכולות מקצועיות מתקדמות בתחום עיבוד התמונה, תוך מתן דגש על גישות נכונות לשיפור צילומים והצגת הכלים אותם צריך צלם בעבודתו, וכן כלים לעיבוד תמונה בתחום הכנת צילומים למאמרים ולפוסטרים אקדמיים."
324864,יזמות 1,1,"מומחים ירצו בנושאים הבאים: מקום היזמות במשק הישראלי, חדשנות, טכנולוגיה וצמיחה, עריכת סקר ישימות, מערכות תמיכה, דיני עסקים, חדשנות טכנולוגית, פטנטים ורישום פטנטים, הנעה ליזמות, חשיבה יוצרת, מקורות מידע וסקר שווקים, ניתוח ארועים. %"
324879,סוגיות נבחרות בחברה הישראלית,2,"קורס זה נלמד באנגלית. בשיעור יידונו נושאים בעלי עניין חברתי בישראל: עליה וקליטה, מבנה חברתי ומעמדי, בעית עדות ומיעוטים, סוציאליזציה וחינוך, בעיות דת, תרבות וזהות, המשפחה ומעמד האשה, תנועות פוליטיות, הקיבוץ, הצבא, סטיה ועבריינות, משק ותעסוקה."
324881,פרקים נבחרים בתולדות ישראל,2,"קורס זה נלמד באנגלית. נושאים נבחרים מתולדות בית שני, מתורה שבע""פ, מתקופת ספרד, מתקופת האמנציפציה ומראשית הציונות. הקורס חסום לבעלי תעודת בגרות ישראלית. אם קורס זה לא ניתן, יש לקחת קורס בנושא זה מרשימת קורסי העשרה שניתנים המחלקה ללימודים הומניסטיים ואמנויות בתיאום עם מרכזת לימודי העברית."
324917,ארץ הקודש בראי האמנות,2,"הקורס יתמקד באחת התקופות המרתקות ביותר בתולדות הנצרות בארץ הקודש והשינויים שעבר האזור כולו בעקבות התחזקותה של הדת החדשה. נעקוב אחר שינוי הסטטוס של ירושלים, נבחן את היחסים בין היהודים לנוצרים ונבדוק מה קרה לקהילה הנוצרית עם עליית האיסלאם. נעלה שאלות בדבר חשיבות התרבות החומרית להבנת סוגיות פוליטיות, דתיות והיסטוריות, ונעזר בממצאים ארכיאולוגיים ואמנותיים לצורך הבנת רוח התקופה."
324929,צליינות צילומית#הארץ בעין המצלמה,2,"הקורס מתמקד בצילומים של ארץ הקודש במאה ה-19 וראשית המאה ה-20 שנוצרו על ידי צלמים שהגיעו מאירופה ומארצות הברית. הסוגיה המרכזית לדיון תעסוק במסרים שביקשו הצלמים להעביר באמצעות צילומיהם ועד כמה היוו אלה עדות אמיתית למתרחש במרחב או שמה בראו מציאות אלטרנטיבית ""מגויסת"" שהתאימה לתפישת עולמם ולמטרותיהם."
324938,תרבות ואוכל,2,"בקורס משמשים הרגלי תזונה ומזון כאמצעי להכרת האבולוציה של האדם והתפתחות הציוויליזציה האנושית. התפתחות ייצור המזון לסוגיו ושינויים בהרכב התזונה האנושית משמשים לבחינת היבטים כלכליים, חברתיים ופוליטיים בתקופות השונות. נבחנים הקשרים שונים בהיסטוריה הקולינארית: מהתפתחות הטאבו לאכילת מזונות מסוימים בעת העתיקה ועד הרגלי צריכת המזון בחברה המודרנית."
324943,"מרחב, גבולות וקדושה בארץ ישראל",2,"הקורס ידון בדרכי היווצרותן של מערכות הגבול השונות של הארץ בעת העתיקה, מתקופת המקרא ועד לסוף האלף הראשון לספירה ובמקומן בתודעה של קבוצות שונות. כמו כן יבחנו המקומות והמרחבים הקדושים ליהודים, לנוצרים ולמוסלמים בארץ ישראל. תוצאות למידה: בסיומו של הקורס הלומד יכיר את מערכות הגבול השונות של ארץ ישראל בעת העתיקה כפי שהן משתקפות במקורות בני התקופה ויוכל לסווגן. כמו כן ידע לנתח את מרכיביהן של המפות המנטליות השונות ויוכל להקביל ביניהן לבין מערכות גבול אחרות. לצד העיסוק בתפיסת המרחב ובמפה הקולקטיבית יתמחה הלומד במתודות שונות בחקר מדע הדתות ביחס למקומות קדושים ויישומן של התיאוריות בניתוח מעמדם ואופיים של המקומות הקדושים ליהדות, נצרות ואיסלם בארץ ישראל."
324946,הרנסנס באיטליה#מסע אמנותי ותרבותי,2,"הרנסנס מהווה את תקופת המעבר בין ימי הביניים לעת החדשה, בה התחולל שינוי מהותי בזהותו והשקפותיו של האדם, בסביבתו החומרית, האירגונית והגיאוגרפית. הקורס סוקר את ""תרבות החצר"", כציר שסביבו התפתחה תרבות הרנסנס ומתמקד בחצרות באורבינו, פ'ררה, מנטואה, פירנצה, מילנו ורומא, תוך התייחסות לאומנות, האדריכלות, תכנון הערים, הגנים והחקלאות. תוצאות למידה: בוגרי הקורס ירכשו מושגי יסוד וידע על תקופת הרנסנס באיטליה, דרך תיאור וניתוח מידגם מייצג של תרבות החצר. הם יהיו מסוגלים לזהות את יצירות האומנות, האדריכלות והגנים המובחרים בתקופה זו. בנוסף, תורחבנה התובנות לגבי הרקע ההיסטורי, הפילוסופי, החברתי והמדעי האפייני לתקופת הרנסנס, המהווה חלק משמעותי בתולדות התרבות."
324948,"""משחקי גבורה"" - מלחמה בקולנוע",2,"הקולנוע שנולד בראשית המאה העשרים תיעד את המלחמות הגדולות שעיצבו את עולמנו והפכו את העולם המערבי למה שאנו מכירים היום. הקורס יעסוק בתיאורי המלחמה שהונצחו בסרטי תעודה, סרטי תעמולה, רומן רומטי, ריגול וכו'. ניתן לסמן סרטים בעלי מסר פוליטי, תעמולתי וכו'."
324952,"גוף, בריאות וחולי במדעי החברה",2,"הקורס מתמקד בסוגיות בבריאות וחולי ובמנגנונים החברתיים- תרבותיים המעצבים את הגדרתם. בקורס נתבונן בתפיסת הגוף המיני והגוף הפורה ובמגמות למישטור ומשמוע הגוף. בין מגוון הנושאים המועלים במסגרת הקורס: תפיסת כאב, מעמד חברתי ובריאות והגדרת הנורמלי."
324955,תולדות המחשבה המדינית,2,"הקורס סוקר את התפתחות ההגות הפוליטית החל מתקופת יוון הקלאסית וכלה בהגות פוליטית בעת החדשה. נתחקה הן אחר מושגי היסוד של הפילוסופיה הפוליטית: צדק, חירות, שוויון, ועוד, והן בהגותם של הוגים מרכזיים במחשבה הפוליטית: אפלטון, אריסטו, מקיאבלי ואחרים."
324957,מערכת פוליטית ישראלית,2,"המערכת הפוליטית בישראל היא ייחודית ומורכבת. מן הצד האחד, המשטר בישראל עונה על יסודות אזרחיים ודמוקרטיים. יחד עם זאת, השסעים החברתיים והאתניים מקשים על קיומם של עקרונות דמוקרטיים מהותיים. בקורס זה יכיר הסטודנט את עקרונותיו של המשטר בישראל תוך עמידה על סמכויות הרשויות השונות, אפיונה של המערכת המפלגתית והכרת הקשר בין המערכת הפוליטית למערכות הסובבות אותה."
324959,פרט ומשפחה בראי חברתי,2,"הקורס עוסק בתהליך הסוציאליזציה מינקות ועד בגרות תוך סקירת ממדים שונים של התפתחות: קוגניטיבית, שפתית, מוסרית, תפקידי מין, התפתחות חברתית ורגשית. בקורס יבחנו תמורות שעברה המשפחה, הזיקה שבינה לבין הסביבה התרבותית ובזיקה שבינה ובין סוכני חיברות נוספים."
324965,"הקריירה האנושית,תולדות אדם הקדמון",2,"הקורס עוסק בתולדות האדם מאז ראשית התפתחותו מיצור דמוי שימפנזה ועד התיישבות הקבע והקמת הכפרים הראשונים. הנושאים העיקריים כוללים את מוצא האדם באפריקה, מוצא האדם המודרני והקשר לאדם הניאנדרטאלי, האתרים הארכיאולוגיים הקדומים בעולם, ראשית השימוש באש, הקניבלים הראשונים, מנהגי הקבורה הקדומים בעולם, התרבויות הפרהיסטוריות בישראל, האמנות הפרהיסטורית באירופה וראשית החקלאות."
324973,שפת המוזיקה התחביר של הצליל,2,"בקורס זה נתבונן באפשרויות התחביר המוסיקאלי על כל גווניו והמשמעויות שהוא מאפשר. בקורס נבהיר ונחקור את הארגון התחבירי של הצליל המוסיקאלי: המשך, הגובה, הגוון והעוצמה והיחסים הנוצרים בינהם וזאת דרך יצירות מופת מוסיקאליות מתקופות שונות וזאנרים שונים."
324978,תפישת הביטחון הלאומית בישראל,2,"הקורס יעסוק בתפישת הביטחון הלאומית של ישראל, התגבשותה לאורך השנים והגורמים המעצבים אותה. בראשית הקורס נגדיר מהי תפישת ביטחון ומהם מרכיביה, הצבאיים והאזרחיים. בהמשך נעסוק בעקרונות תפישת הביטחון כפי שהוגדרו בידי דוד בן-גוריון ונסביר מדוע אלו נותרו מקובעים לאורך השנים. תשומת לב מיוחדת נקדיש לממסד הביטחוני בישראל ומאפייניו הייחודיים, ובכללם המרכזיות הרבה של צה""ל בחברה, בפוליטיקה, בקביעת המדיניות ובגיבוש הערכת המודיעין הלאומית בישראל."
324983,הקומוניזם אידיאולוגיה ופרקטיקות,2,"היבטיו של הקומוניזם: אידיאל חברתי אוטופי, אידיאולוגיה, תנועה פוליטית ופרקטיקה היסטורית-ממשית של המאה ה-20. הניסיונות לבנות חברות קומוניסטיות ברוסיה (""הקומוניזם המלחמתי"", הסטליניזם, ""הסוציאליזם המפותח""), במזרח אירופה ובאסיה. אנטי-קומוניזם. כשלון הקומוניזם: הסיבות והתולדות. השפעת הרעיונות והפרקטיקות של הקומוניזם על התרבות המודרנית."
324986,מודיעין וביטחון לאומי,2,"נסקור את יסודות עבודת המודיעין, תוך התמקדות בקהילת המודיעין הישראלית והתפתחותה - תפקידי המודיעין, אמצעי האיסוף המודיעיניים הבולטים ועבודת המחקר וההערכה ואת היסטורית קהילת המודיעין הישראלית ופרשיות מפתח בגופי המודיעין המרכזיים. עוד נעסוק ביחסים המורכבים בין המודיעין לקבינט, ובכלל זה מודיעין לשלום. היבטים מוסריים במודיעין ואתגרי המודיעין הניצבים בפני ישראל."
324987,הסטוריה של פיסיקה מודרנית,2,"פיזיקה בתחילת המאה העשרים - פרדיגמות חדשות: תפיסה אטומית, תורת היחסות, פיזיקה קוונטית - אבות המייסדים: בולצמן, איינשטיין, פלאנק ובוהר - העולם הקוונטי והמציאות החדשה - יישומים והתפתחויות חדשות: אנרגיה גריעינית וחלקיקים, אסטרופיזיקה, לייזר, מבנה החומר."
324988,ארכיאולוגיה של התקופה הצלבנית,2,"הקורס סוקר את הארכיקטורה, התרבות החומרית לאורך התקופה הצלבנית. חיי היומיום בימי הביניים הושפעו מתרבויות שונות, ולכן, קורס זה ינסה לזהות שרידים ארכיאולוגיים ימי ביניימים לפי מאפיינים מסוימים ויבדוק אם היו השפעות הדדיות בין-תרבותיות. הקורס יסקור את השפעת תנאי הטבע על חיי היומיום באזורים שונים תחת שלטון הפרנקים."
324992,סוגיות אתיות במרחב האישי והציבורי,2,"מטרת הקורס היא לדון בהיבטים הפרקטיים של המוסר באמצעות דיון בסוגיות פילוסופיות מוסריות. הדיונים יתמקדו בענפי האתיקה היישומית ובסוגיות הנוגעות לצד האפל של פריצות דרך טכנולוגיות, בהקשר האישי והציבורי. בין הנושאים שיידונו: סחר וחופש המידע, אבטחת מידע, עיבוד מידע מוטה מטרה, השלכות אתיות של בינה מלאכותית, וההשלכות של הצטברות מאגרי הדאטה על האינדיבידואל ופרטיותו."
324995,"מחוות, הבעות ושפת גוף",2,"שפת האמנות המערבית גיבשה קודים מורכבים לתיאור מחוות, הבעות ושפת גוף אשר היוו סמלים וסימנים מוכרים למעצב ולקורא כאחד ושמשו לאפיון הדימויים, משמעויותיהם ותפקידם. הקורס יבקש ללמוד שפה חזותית זו למן האמנות היוונית ועד הרנסאנס ואת האופן בו יש לקרוא ולפענח אותה מתוך צורותיה עצמה."
334014,פרויקט בהנדסה ביו-רפואית 1,4,"מיועד לסטודנטים במצב אקדמי תקין, שצברו 110 נק' לפחות. ניתן ללמוד את הקורס עם 3 מתוך 4 הקדמים, כשהקדם החסר יושלם במקביל, בתנאי שהסטודנט יחתים את המנחה הראשי של הפרויקט, את ראש המעבדה ואת האחראי על הפרויקטים על כך שהם יודעים שהקדם חסר לסטודנט ובכל זאת מאשרים לו לעשות את הפרויקט. פרויקט 1 נעשה בקבוצות סטודנטים. כל קבוצה בוחרת נושא מתוך רשימת פרויקטים המפורסמת בראשית הסמסטר. הפרויקט עוסק בתכן מכשור או מערכת לאבחנה או טיפול בתחום הרפואי. העבודה כוללת: סקר ספרות ואיסוף מידע רלבנטי, ניתוח כלכלי של הבעיה כולל סקר שוק, סקירת האפשרויות לפתרון, נתוח פונקציונלי של האפשרויות, בחירת הפתרון האופטימלי והכנת תכן ראשוני. בסוף הסמסטר תוצג מצגת ותוגש עבודה כתובה על הפרוייקט. על מנת לקחת בסמסטר ב' את הקורס 334015 (4.0 נק') יש להרשם בסמסטר א' למסלול היזמי."
334019,מעבדה מתקדמת בהנדסה ביו-רפואית 1,2,"מטרת הקורס לאפשר לסטודנטים מצטיינים להשתלב במעבדת מחקר בהנדסה ביורפואית בתחומים שונים כגון הנדסת רקמות, ביוחומרים ואותות ביולוגיים, תוך לימוד שיטות מחקר וחשיבה מחקרית. על הסטודנט ללמוד את הרקע ולתאר בכתב את הניסויים בהם ישתלב ולקבל אישור מאיש הסגל האחראי על המעבדה. בסוף הסמסטר יסכם הסטודנט את פעילותו במעבדה ויגיש דו""ח כתוב וסמינר."
334021,מגמות בהנדסה ביו-רפואית,1,מטרת הקורס לחשוף את הסטודנטים לתחומי הפעילות השונים בהנדסה ביו-רפואית ולנושאים אותם ילמדו בצורה יסודית יותר בסמסטרים מתקדמים. במהלך הקורס תינתנה הרצאות שישקפו את ההוראה והמחקר בפקולטה בשלושת המגמות העיקריות: 1. הדמיה ומכשור רפואי 2. מערכות ביומכניות 3. ביו-חומרים וביוטכנולוגיה. הקורס מיועד לסטודנטים מהפקולטה להנדסה ביורפואית.
334022,יסודות תכן ביו-חשמלי,3.5,"עקרונות מיכשור רפואי, קריטריוני תכן. אופיינים סטטיים ודינמיים של מתמרים המשמשים ברפואה, פיסיקה של מוליכים למחצה, עקרונות צומת וטרנזיסטור בי-פולרי, FET ו- CMOS. תכן מעגלים ומגברים לינאריים ע""י מעגלי תמורה ושיטות תכן. דפי מפרט, שימושים סטנדרטיים ומיוחדים לציוד רפואי. תכן של מערכות מדידה רפואית, התאמת אימפדנסים ושיפור יחס אות לרעש, שיקולי תכן."
335001,מעבדה בהנדסה ביו-רפואית 1,2,"קביעת ציון עפ""י מעקב במשך הסמסטר, בחני הכנה, הגשת דו""חות ובחינה סופית. המעבדה מתמקדת בהכרה והפעלה של ציוד מדידה בסיסי בתחום החשמל, מכאניקה וביוחומרים, שיטות מדידה וחישובי שגיאות. על הסטודנטים להשלים במעבדה זו 7 ניסויים. כל ניסוי מורכב מפגישה של 4 שעות, מטלות הכנה וכתיבת דו""ח מסכם."
335002,מעבדה בהנדסה ביו-רפואית 2,2,"קביעת ציון עפ""י מעקב במשך הסמסטר, בחני הכנה, הגשת דו""חות ובחינה סופית. המעבדה תתמקד באחד מהתחומים: אותות והדמיה, ביומכניקה וזרימה או רקמות וביו-חומרים. על הסטודנט לבחור אחד מהתחומים ולהשלים שישה ניסויים מרשימת הניסויים המתפרסמת בתחילת כל סמסטר. חלק מהניסויים מורכבים משתי פגישות של 4 שעות כל אחת, כמו כן לכל ניסוי מטלות הכנה וכתיבת דו""ח מסכם."
335003,מעבדה בהנדסה ביו-רפואית 3,2,"קביעת ציון עפ""י מעקב במשך הסמסטר, בחני הכנה, הגשת דו""חות ובחינה סופית. המעבדה תתמקד באחד מהתחומים: אותות והדמיה, ביומכניקה וזרימה או רקמות וביו-חומרים. על הסטודנט לבחור שישה ניסויים מרשימת הניסויים המתפרסמת בתחילת כל סמסטר, באחד התחומים שלא למד במעבדות הקודמות. חלק מהניסויים מורכבים משתי פגישות של 4 שעות כל אחת, כמו כן לכל ניסוי מטלות הכנה וכתיבת דו""ח מסכם."
335004,מעבדה בהנדסה ביו-רפואית 4,2,"קביעת ציון עפ""י מעקב במשך הסמסטר, בחני הכנה, הגשת דו""חות ובחינה סופית. המעבדה תתמקד באחד מהתחומים: אותות והדמיה, ביומכניקה וזרימה או רקמות וביו-חומרים. על הסטודנט לבחור שישה ניסויים מרשימת הניסויים המתפרסמת בתחילת כל סמסטר, באחד התחומים שלא למד במעבדות הקודמות. חלק מהניסויים מורכבים משתי פגישות של 4 שעות כל אחת, כמו כן לכל ניסוי מטלות הכנה וכתיבת דו""ח מסכם."
336020,תופעות ביו-חשמליות,2.5,"היבטים הנדסיים ומודלים של תכונות הממברנה, פוטנציאל הפעולה, מודל הודגקין-האקסלי וליו-רודי. פתרונות נומריים של התקדמות פוטנציאל הפעולה בסיב עצב וברקמה דו-מימדית. הגדרת מקורות, מודל מקורות - דיפולים, מונופולים. תיאורית גאוס וגרין, מוליך נפחי. הבעיה הישירה והבעיה ההפוכה. השפעות ביולוגיות של שדות אלקטרו-מגנטיים בתדר נמוך וגבוה (מדידה, השפעות תאיות ולגוף כולו, השפעות טיפוליות). אלקטרופורציה - השפעות השדה על ממברנה, הסעה של מולקולות, תרופות וחומרים גנטיים, יישומים מעבדתיים וברקמות חיות."
336021,"ננו-חלקיקים בביולוגיה, מכניקה ורי",2.5,"ננו-חלקיקים ומולקולות כסמנים בביולוגיה. סוגים שונים של ננו-חלקיקים, תהליכי יצור, הרכב וכימיית פני-שטח, תאימות ביולוגית. ננו-חלקיקים כנשאים וכמטרות לטיפולים רפואים. תנועתיות מאולצת ופלקטואציות תרמיות בתמיסה. מבוא לריאולוגיה ומשוואות קונסטיטוטיביות. ננו-חלקיקים במדידות מכניות וריאולוגיות ברמת תא יחיד."
336022,מתא לרקמה,2.5,תאים ממוינים ומבנה רקמות. נדידת תאים ומגעים בין תאים. המטריקס החוץ תאי. קולטנים והעברת אותות בתקשורת בין תאים. התחדשות ומוות תאים ברקמות. התמיינות תאים ורקמות בהתפתחות העוברית.
336326,נתוח נתונים ושערוך פרמטרים בהנדסה,2.5,"מודלים וסווגם, שיערוך כאופטימיזציה. שגיאות ושאריות. הנחות סטטיסטיות סטנדרטיות. רגרסיה לינארית, משערכי מינימום ריבועים רגילים וממושקלים. תוחלת ושונות לפרמטרים ולחזוי. רגרסיה לינארית מרובת משתנים. רגרסיה אי לינארית שיטות חיפוש, אילוצים. מודלים דינמיים סטנדרטיים - משוואות רגישות. תכנון ניסויים. ניתוח השיערוך."
336502,עקרונות הדמיה ברפואה,2.5,"מבוא: הגדרות יסוד בהדמיה רפואית. הדמיה בעזרת קרני X. עקרונות הטומוגרפיה הממוחשבת ושימושיה. הדמיה באמצעות רדיו-איזוטופים. מצלמת גמא, SPECT, PET. הדמיה באמצעות אולטרסאונד. הדמיה באמצעות תהודה מגנטית גרעינית MRI."
336521,עקרונות הנדסיים של המערכת,3.5,"שיטות מחקר של המערכת הקרדיווסקולרית. אקסיטביליות : יוניות, צימוד בין תאי. צימוד חשמלי-מכני. דינמיקה ואנרגטיקה של הסרכומר. מלקחי-לייזר. חוק פרנק-סטרלינג. רלקסציה ותפקוד דיאסטולי. זרימה קורונרית והצרויות קורונריות. שונות בקצב הלב. בקרת הזרימה הסיסטמית. הפרעות קצב והולכה. כשלון לב מכני. שיטות לכימות תפקוד וחיות הלב.לב מלאכותי."
336523,"מכשור רפואי, סטנדרטים ובטיחות",2.5,"בטיחות וסטנדרטים, תכנון ללא תקלות, זיהוי סיכונים בטיחותיים, תהליכי הערכת תאימות, בחירת רכיבים, מפרטי בניה, בטיחות ובדיקות EMC, מבדקי קרינה וחיסון. שיקולי המשתמש והנבדק בתהליך התכן,השפעת תהליכי אישור FDA ו- EC על שיקולי התכן. סטנדרטי ביצועי שתלים רפואיים 150-ISO-TC והערכת תאימות ביולוגיות של התקנים רפואיים 194-ISO-TC. סיווג התקנים רפואיים. תרגול שיטות תכן עפ""י שיקולי הבטיחות השונים."
336528,שחרור מבוקר של תרופות,2.5,"היבטים מולקולריים: מחלה כהפרעה מטבולית. מנגנוני פעולה של תרופות. תרופות וטרום-תרופות: תכנון מולקולרי, מינון וריכוז בדם. קופולימרים וצמדים פולימר-תרופה. מיקרו-חלקיקים וננו-חלקיקים נושאי תרופות. היבטים אנזימטיים. פרמקוקינטיקה והתפלגות תרופות בגוף. הכוונת תרופות.% מערכות הפעלה : מושגים ועקרונות. מנגנוני פעולה. מערכות הפועלות תחת בקרה פיזיולוגית. היבטים הנדסיים, יישומים."
336533,אופטיקה ופוטוניקה ביורפואית,3,"משוואות מקסוול, גלים אלקטרומגנטים, קרניים גאוסייניות, פולסים אופטיים, דיפרסיה, אופטיקה גיאומטרית, רמות אנרגיה באטומים ובמולקולות, פיזור, בליעה, אינטראקציה אור-רקמה, מולקולות פלואורסנטיות, לייזרים, אופטיקת פרייה, קירובי פרנל ופראונהופר, העדשה, דימות אופטי, גילוי אור, המצלמה. תוצאות למידה: בסיום הקורס הסטודנט ידע:% 1. לתכנן מערכות אופטיות פשוטות. % 2. לחשב כושר הפרדה של מערכת אופטית% 3. לחשב מבנה והתקדמות של קרן לייזר% 4. לבצע אנליזת פורייה של תמונה אופטית% 5. להעריך יחס אות-רעש של אות אופטי."
336538,עקרונות ביוהנדסיים לחישת מולקולות,3,"הקורס מתאר את היסודות הפיסיקליים מאחורי הכימות של תהליכים ביולוגיות ברמת המולקולה והתא הבודד. טכניקות מתקדמות לריצוף ד.נ.א., דימוי תאים במיקרוסקופיה באמצעות ""ספר-רזולוציה"", שימוש במעבר אנרגיה פלורסנטית למדידת מרחקים מולקולריים. תוצאות למידה: בסיום הקורס הסטודנט ידע: 1. יסודות ועקרונות הביו-פיזיקליים אשר מאפשרים מדידות ברמת המולקולה הבודדת. 2. העקרונות הביו-הנדסיים של טכניקות מדידה של מולקולות בודדות. 3. ליישם את ההבנה של עקרונות אלו במסגרת אפליקציות ביו-רפואיות כגון ריצוף מהיר של ד.נ.א, מדידיות תוך תאיות בסופר-רזולוציה ואפיון כוחות ומאמצים של מולקולות ביולוגיות בודדות. 4. כיצד לקרוא מאמרים בתחום, להציגם בצורה תמציתית אך ברורה ולבקר את החומר המוצג בצורה מדעית."
